,Hotel_Name,Rating,Price,region,Airport_Shuttle,Business_Centre,Facilities,Fitness_Centre,Restaurant,Room_Service,Spa,Swimming_Pool,Wellness_Centre
2410,Al Ebaa Hotel,8.0,254.0,Makkah,0,0,0,0,1,0,0,0,0
2411,Makkah Tower,7.7,945.0,Makkah,0,0,0,0,1,0,0,0,0
2412,Kyona Alaziziyah,6.4,57.0,Makkah,0,0,0,0,0,1,0,0,0
2413,Emaar Grand Hotel,7.8,276.0,Makkah,0,0,0,0,1,0,0,0,0
2414,InterContinental DAR AL TAWHID MAKKAH,8.8,1215.0,Makkah,0,0,0,0,1,1,0,0,0
2415,"Jabal Omar Marriott Hotel, Makkah",8.4,746.0,Makkah,0,0,0,0,0,0,0,0,0
2416,Makarem Umm Al Qura Hotel,7.6,242.0,Makkah,0,0,0,0,1,0,0,0,0
2417,Hilton Suites Makkah,8.5,785.0,Makkah,0,0,0,0,1,0,0,0,0
2418,Conrad Makkah,8.6,961.0,Makkah,0,0,0,0,1,1,0,0,0
2419,Elaf Bakkah Hotel,7.9,149.0,Makkah,0,0,0,0,1,0,0,0,0
2420,Copthorne Makkah Al Nasseem,7.7,125.0,Makkah,0,0,0,0,1,0,0,0,0
2421,Midan Hotel,8.3,124.0,Makkah,0,0,0,0,1,1,0,0,0
2422,TIME Ruba Hotel & Suites,8.9,166.0,Makkah,0,0,0,0,0,0,0,1,0
2423,Raffles Makkah Palace,8.7,2089.0,Makkah,0,0,0,0,1,0,0,0,0
2424,Violet Al Azizia Hotel,8.0,178.0,Makkah,0,0,0,0,1,0,0,1,0
2425,Al Hidayah Towers,8.1,105.0,Makkah,0,0,0,0,0,0,0,0,0
2426,Snood Al-Dana Hotel,7.7,90.0,Makkah,0,0,0,0,0,1,0,0,0
2427,Millennium & Copthorne Makkah Al Naseem,7.8,334.0,Makkah,0,0,0,0,1,0,0,0,0
2428,Four Points by Sheraton Makkah Al Naseem,8.3,240.0,Makkah,0,1,0,1,0,0,0,0,0
2430,Makkah Al Aziziah,7.2,150.0,Makkah,0,0,0,0,0,0,0,0,0
2431,voco Makkah an IHG Hotel,8.8,275.0,Makkah,0,0,0,0,1,1,0,0,0
2432,Swissotel Al Maqam Makkah,8.1,621.0,Makkah,0,0,0,0,1,0,0,0,0
2433,Park Inn by Radisson Makkah Al Naseem,7.9,161.0,Makkah,0,0,0,0,1,0,0,0,0
2434,Address Jabal Omar Makkah,9.1,925.0,Makkah,0,0,0,0,1,0,0,0,0
2435,ibis Styles Makkah,7.9,97.0,Makkah,0,1,0,0,1,0,0,0,0
2436,Makkah Clock Royal Tower A Fairmont Hotel,8.2,1155.0,Makkah,0,0,0,0,1,0,0,0,0
2437,Al Kiswah Towers Hotel,7.4,160.0,Makkah,0,0,1,0,0,0,0,0,0
2438,Swissôtel Makkah,8.5,856.0,Makkah,0,0,0,0,1,0,0,0,0
2439,Movenpick Hotel And Residences Hajar Tower Makkah,8.0,1235.0,Makkah,0,0,0,0,1,0,0,0,0
2440,Four Points by Sheraton Makkah Al Naseem,8.3,160.0,Makkah,0,1,0,1,0,0,0,0,0
2441,Al Ebaa Hotel,8.0,273.0,Makkah,0,0,0,0,1,0,0,0,0
2443,voco Makkah an IHG Hotel,8.8,264.0,Makkah,0,0,0,0,1,1,0,0,0
2444,Swissotel Al Maqam Makkah,8.1,567.0,Makkah,0,0,0,0,1,0,0,0,0
2445,Novotel Makkah Thakher City,8.2,168.0,Makkah,0,0,0,0,1,0,0,0,0
2446,ibis Styles Makkah,7.9,108.0,Makkah,0,1,0,0,1,0,0,0,0
2447,Al Kiswah Towers Hotel,7.4,130.0,Makkah,0,0,1,0,0,0,0,0,0
2448,Sheraton Makkah Jabal Al Kaaba,8.2,738.0,Makkah,0,0,0,0,1,0,0,0,0
2449,Doubletree By Hilton Makkah Jabal Omar,8.5,574.0,Makkah,0,0,0,0,1,0,0,0,0
2451,Al Safwah Royale Orchid Hotel,7.3,645.0,Makkah,0,0,0,0,1,0,0,0,0
2452,InterContinental DAR AL TAWHID MAKKAH,8.8,1407.0,Makkah,0,0,0,0,1,1,0,0,0
2454,Hilton Suites Makkah,8.5,742.0,Makkah,0,0,0,0,1,0,0,0,0
2455,Jumeirah Jabal Omar Makkah,9.0,878.0,Makkah,0,0,0,0,1,0,0,1,0
2456,Dorar Al Eiman Royal,8.3,1081.0,Makkah,0,0,0,0,1,0,0,0,0
2457,Al Shohada Hotel,7.9,638.0,Makkah,0,0,0,0,1,0,0,0,0
2458,Midan Hotel,8.3,200.0,Makkah,0,0,0,0,1,1,0,0,0
2461,Le Méridien Makkah,7.9,475.0,Makkah,0,0,0,0,1,1,0,0,0
2462,Al Noor Hotel,6.0,86.0,Makkah,0,0,0,0,0,0,0,0,0
2467,Sheraton Makkah Jabal Al Kaaba,8.2,571.0,Makkah,0,0,0,0,1,0,0,0,0
2469,Pullman ZamZam Makkah,6.7,724.0,Makkah,0,0,0,0,1,1,0,0,0
2470,Al Safwah Royale Orchid Hotel,7.3,635.0,Makkah,0,0,0,0,1,0,0,0,0
2471,Emaar Al Noor,7.8,90.0,Makkah,0,0,0,0,1,0,0,0,0
2472,"Jabal Omar Marriott Hotel, Makkah",8.4,495.0,Makkah,0,0,0,0,0,0,0,0,0
2473,Makarem Umm Al Qura Hotel,7.6,230.0,Makkah,0,0,0,0,1,0,0,0,0
2474,Hilton Suites Makkah,8.5,761.0,Makkah,0,0,0,0,1,0,0,0,0
2476,Jumeirah Jabal Omar Makkah,9.0,800.0,Makkah,0,0,0,0,1,0,0,1,0
2477,Dorar Al Eiman Royal,8.3,792.0,Makkah,0,0,0,0,1,0,0,0,0
2479,Midan Hotel,8.3,127.0,Makkah,0,0,0,0,1,1,0,0,0
2480,Le Méridien Makkah,7.9,425.0,Makkah,0,0,0,0,1,1,0,0,0
2481,Wirgan Hotel Al Azizyah,8.9,11186.0,Makkah,0,0,0,0,1,0,0,0,0
2482,Qasr Al Sahab Hotel Makkah,8.5,271.0,Makkah,0,0,0,0,1,1,0,0,0
2483,Lamar Ajyad Hotel 2 - Tower B,7.0,160.0,Makkah,0,0,0,0,1,0,0,0,0
2484,Makarem Al Bait Hotel,6.8,100.0,Makkah,0,0,0,0,0,1,0,0,0
2485,Reefaf Alhaya Hotel,7.4,168.0,Makkah,0,0,0,0,0,1,0,0,0
2486,Blue Coral Hotel,7.8,172.0,Makkah,0,0,0,0,1,0,0,0,0
2487,Park Inn by Radisson Makkah Thakher Alsharqi,8.8,131.0,Makkah,0,0,0,0,1,1,0,0,0
2488,Al Shahba Hotel Makkah,7.3,106.0,Makkah,0,0,0,0,1,1,0,0,0
2489,OYO 167 Dar Al Raies Hotel,6.8,83.0,Makkah,0,0,0,0,0,1,0,0,0
2493,Novotel Makkah Thakher City,8.2,172.0,Makkah,0,0,0,0,1,0,0,0,0
2494,Address Jabal Omar Makkah,9.1,809.0,Makkah,0,0,0,0,1,0,0,0,0
2496,Makkah Clock Royal Tower A Fairmont Hotel,8.2,935.0,Makkah,0,0,0,0,1,0,0,0,0
2498,Swissôtel Makkah,8.5,761.0,Makkah,0,0,0,0,1,0,0,0,0
2505,Makkah Clock Royal Tower A Fairmont Hotel,8.2,833.0,Makkah,0,0,0,0,1,0,0,0,0
2506,Swissôtel Makkah,8.5,784.0,Makkah,0,0,0,0,1,0,0,0,0
2507,Pullman ZamZam Makkah,6.7,691.0,Makkah,0,0,0,0,1,1,0,0,0
2508,Al Safwah Royale Orchid Hotel,7.3,630.0,Makkah,0,0,0,0,1,0,0,0,0
2509,Al Marwa Rayhaan by Rotana,7.9,1074.0,Makkah,0,0,0,0,1,0,0,0,0
2510,Makkah Hotel,8.6,878.0,Makkah,0,0,0,0,1,0,0,0,0
2511,Makarem Ajyad Makkah Hotel,8.3,652.0,Makkah,0,0,0,0,1,1,0,0,0
2519,M Hotel Makkah by Millennium,7.6,203.0,Makkah,0,0,0,0,1,1,0,0,0
2522,Novotel Makkah Thakher City,8.2,164.0,Makkah,0,0,0,0,1,0,0,0,0
2525,Sheraton Makkah Jabal Al Kaaba,8.2,554.0,Makkah,0,0,0,0,1,0,0,0,0
2526,Doubletree By Hilton Makkah Jabal Omar,8.5,600.0,Makkah,0,0,0,0,1,0,0,0,0
2527,Al Safwah Royale Orchid Hotel,7.3,733.0,Makkah,0,0,0,0,1,0,0,0,0
2529,Jabal Omar Hyatt Regency Makkah,8.6,1197.0,Makkah,0,0,0,0,1,0,0,0,0
2530,Jumeirah Jabal Omar Makkah,9.0,988.0,Makkah,0,0,0,0,1,0,0,1,0
2531,Dorar Al Eiman Royal,8.3,1230.0,Makkah,0,0,0,0,1,0,0,0,0
2535,Wirgan Hotel Al Azizyah,8.9,11286.0,Makkah,0,0,0,0,1,0,0,0,0
2536,M Hotel Al Dana Makkah by Millennium,7.9,139.0,Makkah,0,0,0,0,1,0,0,0,0
2537,Makkah Hotel,8.8,968.0,Makkah,0,0,0,0,0,1,0,0,0
2538,Palestine Hotel Makkah,6.8,200.0,Makkah,0,0,0,0,1,0,0,0,0
2539,Yasmin Al Majd,8.0,199.0,Makkah,0,0,1,0,0,0,0,0,0
2542,Novotel Makkah Thakher City,8.2,237.0,Makkah,0,0,0,0,1,0,0,0,0
2544,Pullman ZamZam Makkah,6.7,939.0,Makkah,0,0,0,0,1,1,0,0,0
2546,Jabal Omar Hyatt Regency Makkah,8.6,828.0,Makkah,0,0,0,0,1,0,0,0,0
2547,Movenpick Hotel And Residences Hajar Tower Makkah,8.0,887.0,Makkah,0,0,0,0,1,0,0,0,0
2549,Makkah Al Aziziah,7.2,147.0,Makkah,0,0,0,0,0,0,0,0,0
2553,Le Méridien Makkah,7.9,525.0,Makkah,0,0,0,0,1,1,0,0,0
2554,Batoul Ajyad,6.8,234.0,Makkah,0,0,0,0,1,0,0,0,0
2556,Worth Elite Hotel,8.2,250.0,Makkah,0,0,0,0,0,0,0,0,0
2559,Emaar Andalusia,7.3,205.0,Makkah,0,0,1,0,1,0,0,0,0
2567,Doubletree By Hilton Makkah Jabal Omar,8.5,590.0,Makkah,0,0,0,0,1,0,0,0,0
2568,Pullman ZamZam Makkah,6.7,805.0,Makkah,0,0,0,0,1,1,0,0,0
2569,Al Safwah Royale Orchid Hotel,7.3,601.0,Makkah,0,0,0,0,1,0,0,0,0
2571,Makarem Umm Al Qura Hotel,7.6,273.0,Makkah,0,0,0,0,1,0,0,0,0
2574,Jumeirah Jabal Omar Makkah,9.0,881.0,Makkah,0,0,0,0,1,0,0,1,0
2575,Dorar Al Eiman Royal,8.3,1087.0,Makkah,0,0,0,0,1,0,0,0,0
2580,Al Noor Hotel,6.0,84.0,Makkah,0,0,0,0,0,0,0,0,0
2584,Novotel Makkah Thakher City,8.2,171.0,Makkah,0,0,0,0,1,0,0,0,0
2590,Four Points by Sheraton Makkah Al Naseem,8.3,172.0,Makkah,0,1,0,1,0,0,0,0,0
2612,Wirgan Hotel Al Azizyah,8.9,11563.0,Makkah,0,0,0,0,1,0,0,0,0
2613,Al Ghufran Safwah Hotel Makkah,8.8,1623.0,Makkah,0,0,0,0,1,0,0,0,0
2615,Violet Al Shisha Hotel,8.1,212.0,Makkah,0,0,1,0,0,1,0,0,0
2616,Nawazi Towers Hotel,8.1,166.0,Makkah,0,0,0,0,1,0,0,0,0
2617,Violet Al-Shisha,7.8,142.0,Makkah,1,0,1,0,0,0,0,0,0
2618,Kyona Alhjra - كيونا الهجرة,5.3,89.0,Makkah,0,0,0,0,0,1,0,0,0
2620,Address Jabal Omar Makkah,9.1,614.0,Makkah,0,0,0,0,1,0,0,0,0
2621,Makkah Clock Royal Tower A Fairmont Hotel,8.2,919.0,Makkah,0,0,0,0,1,0,0,0,0
2623,Anjum Hotel Makkah,8.5,645.0,Makkah,0,0,0,0,1,0,0,0,0
2624,Mercure Makkah Aziziah,8.3,140.0,Makkah,0,0,0,0,1,0,0,0,0
2625,Hilton Makkah Convention Hotel,8.2,687.0,Makkah,0,0,0,0,1,0,0,0,0
2628,Raffles Makkah Palace,8.7,1662.0,Makkah,0,0,0,0,1,0,0,0,0
2629,Al Hidayah Towers,8.1,106.0,Makkah,0,0,0,0,0,0,0,0,0
2632,Makkah Clock Royal Tower A Fairmont Hotel,8.2,1364.0,Makkah,0,0,0,0,1,0,0,0,0
2633,Swissôtel Makkah,8.5,878.0,Makkah,0,0,0,0,1,0,0,0,0
2634,Anjum Hotel Makkah,8.5,704.0,Makkah,0,0,0,0,1,0,0,0,0
2636,Millennium & Copthorne Makkah Al Naseem,7.8,184.0,Makkah,0,0,0,0,1,0,0,0,0
2639,Address Jabal Omar Makkah,9.1,686.0,Makkah,0,0,0,0,1,0,0,0,0
2641,Anjum Hotel Makkah,8.5,751.0,Makkah,0,0,0,0,1,0,0,0,0
2643,Hilton Makkah Convention Hotel,8.2,867.0,Makkah,0,0,0,0,1,0,0,0,0
2646,Swissotel Al Maqam Makkah,8.1,729.0,Makkah,0,0,0,0,1,0,0,0,0
2650,Sheraton Makkah Jabal Al Kaaba,8.2,635.0,Makkah,0,0,0,0,1,0,0,0,0
2651,Doubletree By Hilton Makkah Jabal Omar,8.5,623.0,Makkah,0,0,0,0,1,0,0,0,0
2656,"Jabal Omar Marriott Hotel, Makkah",8.4,540.0,Makkah,0,0,0,0,0,0,0,0,0
2658,Hilton Suites Makkah,8.5,792.0,Makkah,0,0,0,0,1,0,0,0,0
2659,Copthorne Makkah Al Nasseem,7.7,269.0,Makkah,0,0,0,0,1,0,0,0,0
2660,Jumeirah Jabal Omar Makkah,9.0,933.0,Makkah,0,0,0,0,1,0,0,1,0
2666,Emaar Al Khlil,6.2,176.0,Makkah,0,0,0,0,0,1,0,0,0
2673,Swissôtel Makkah,8.5,1152.0,Makkah,0,0,0,0,1,0,0,0,0
2679,Mercure Makkah Aziziah,8.3,142.0,Makkah,0,0,0,0,1,0,0,0,0
2683,Makkah Clock Royal Tower A Fairmont Hotel,8.2,955.0,Makkah,0,0,0,0,1,0,0,0,0
2684,Hilton Makkah Convention Hotel,8.2,731.0,Makkah,0,0,0,0,1,0,0,0,0
2685,Millennium & Copthorne Makkah Al Naseem,7.8,281.0,Makkah,0,0,0,0,1,0,0,0,0
2689,Hilton Makkah Convention Hotel,8.2,795.0,Makkah,0,0,0,0,1,0,0,0,0
2690,Millennium & Copthorne Makkah Al Naseem,7.8,125.0,Makkah,0,0,0,0,1,0,0,0,0
2692,Anjum Hotel Makkah,8.5,1252.0,Makkah,0,0,0,0,1,0,0,0,0
2698,Makkah Clock Royal Tower A Fairmont Hotel,8.2,1002.0,Makkah,0,0,0,0,1,0,0,0,0
2699,Swissôtel Makkah,8.5,1250.0,Makkah,0,0,0,0,1,0,0,0,0
2700,Anjum Hotel Makkah,8.5,1151.0,Makkah,0,0,0,0,1,0,0,0,0
2702,Hilton Makkah Convention Hotel,8.2,739.0,Makkah,0,0,0,0,1,0,0,0,0
2705,Shaza Makkah,8.5,909.0,Makkah,0,0,0,0,1,0,0,0,0
2706,Park Inn by Radisson Makkah Aziziyah,8.3,172.0,Makkah,0,0,0,1,1,0,0,0,0
2707,Raffles Makkah Palace,8.7,1756.0,Makkah,0,0,0,0,1,0,0,0,0
2711,Conrad Makkah,8.6,924.0,Makkah,0,0,0,0,1,1,0,0,0
2712,Hotel 21,8.2,116.0,Makkah,0,0,0,0,1,0,0,0,0
2714,Yasmin Al Majd Hotel,8.1,223.0,Makkah,0,0,1,0,0,0,0,0,0
2715,Emaar Legend,8.0,86.0,Makkah,0,0,0,0,0,0,0,0,0
2716,Saif Al Majd Hotel,7.3,140.0,Makkah,0,0,0,0,0,0,0,0,0
2718,OYO 403 Hidaya Towers Hotel,8.0,83.0,Makkah,0,0,0,0,1,0,0,0,0
2719,"Jabal Omar Marriott Hotel, Makkah",8.4,585.0,Makkah,0,0,0,0,0,0,0,0,0
2722,Jumeirah Jabal Omar Makkah,9.0,850.0,Makkah,0,0,0,0,1,0,0,1,0
2724,Midan Hotel,8.3,120.0,Makkah,0,0,0,0,1,1,0,0,0
2727,Le Méridien Makkah,7.9,450.0,Makkah,0,0,0,0,1,1,0,0,0
2728,Wirgan Hotel Al Azizyah,8.9,10263.0,Makkah,0,0,0,0,1,0,0,0,0
2730,Makarem Al Bait Hotel,6.8,119.0,Makkah,0,0,0,0,0,1,0,0,0
2731,Reefaf Alhaya Hotel,7.4,158.0,Makkah,0,0,0,0,0,1,0,0,0
2732,Blue Coral Hotel,7.8,153.0,Makkah,0,0,0,0,1,0,0,0,0
2733,Al Shahba Hotel Makkah,7.3,114.0,Makkah,0,0,0,0,1,1,0,0,0
2736,Swissotel Al Maqam Makkah,8.1,677.0,Makkah,0,0,0,0,1,0,0,0,0
2745,Al Ebaa Hotel,8.0,265.0,Makkah,0,0,0,0,1,0,0,0,0
2749,Anjum Hotel Makkah,8.5,1157.0,Makkah,0,0,0,0,1,0,0,0,0
2755,Al Tawfiq Plaza Hotel,6.0,1500.0,Makkah,0,0,1,0,0,1,0,0,0
2760,Doubletree By Hilton Makkah Jabal Omar,8.5,627.0,Makkah,0,0,0,0,1,0,0,0,0
2762,Movenpick Hotel And Residences Hajar Tower Makkah,8.0,1028.0,Makkah,0,0,0,0,1,0,0,0,0
2763,Emaar Elite Hotel,7.9,266.0,Makkah,0,0,1,0,0,0,0,0,0
2764,Le Méridien Towers Makkah,7.8,250.0,Makkah,0,0,0,0,1,1,0,0,0
2765,Midan Hotel,8.3,118.0,Makkah,0,0,0,0,1,1,0,0,0
2769,Makkah Hotel,8.8,924.0,Makkah,0,0,0,0,0,1,0,0,0
2770,Emaar Al Manar,7.7,227.0,Makkah,0,0,1,0,0,0,0,0,0
2772,Yasmin Al Majd,8.0,189.0,Makkah,0,0,1,0,0,0,0,0,0
2774,Qasr Lazurd,7.2,133.0,Taif,0,0,0,0,0,0,0,1,0
2775,Platinum Park,7.4,197.0,Taif,0,0,0,0,1,0,0,0,0
2776,Iris Boutique Taif Heart,8.4,333.0,Taif,0,0,0,0,1,0,0,0,0
2777,Boudl Taif,7.9,344.0,Taif,0,0,0,0,0,1,0,0,0
2778,OYO 176 Hotel Safari Al Hada,5.4,512.0,Taif,0,0,0,0,0,0,0,0,0
2779,Awaliv International Hotel,8.4,491.0,Taif,0,0,0,0,0,0,0,1,0
2780,Platinum Alkhamseen,8.0,243.0,Taif,0,0,0,0,0,0,0,1,0
2781,Meral Oasis Resort Taif,8.4,3166.0,Taif,0,0,0,0,0,0,0,1,0
2782,Velar Inn Hotel,9.0,649.0,Taif,0,0,0,0,0,0,0,1,0
2783,Gardens View Aparthotel,7.4,220.0,Taif,0,0,0,0,0,1,0,0,0
2784,Fakhamet Al Taif Hotel Apartments 1,7.4,149.0,Taif,0,0,0,0,0,1,0,0,0
2785,InterContinental TAIF,8.4,820.0,Taif,0,0,0,0,0,0,0,1,0
2786,Seven Garden's Palace,9.4,465.0,Taif,0,0,0,0,0,0,0,0,0
2787,Remaj Hotel,8.6,295.0,Taif,0,0,0,1,0,1,0,0,0
2789,Platinum Park,7.4,193.0,Taif,0,0,0,0,1,0,0,0,0
2790,Iris Boutique Taif Heart,8.4,339.0,Taif,0,0,0,0,1,0,0,0,0
2793,Awaliv International Hotel,8.4,477.0,Taif,0,0,0,0,0,0,0,1,0
2794,Platinum Alkhamseen,8.0,242.0,Taif,0,0,0,0,0,0,0,1,0
2795,Meral Oasis Resort Taif,8.4,3214.0,Taif,0,0,0,0,0,0,0,1,0
2798,Fakhamet Al Taif Hotel Apartments 1,7.4,151.0,Taif,0,0,0,0,0,1,0,0,0
2799,InterContinental TAIF,8.4,607.0,Taif,0,0,0,0,0,0,0,1,0
2803,Platinum Park,7.4,202.0,Taif,0,0,0,0,1,0,0,0,0
2804,Iris Boutique Taif Heart,8.4,380.0,Taif,0,0,0,0,1,0,0,0,0
2807,Awaliv International Hotel,8.4,563.0,Taif,0,0,0,0,0,0,0,1,0
2808,Platinum Alkhamseen,8.0,240.0,Taif,0,0,0,0,0,0,0,1,0
2809,Meral Oasis Resort Taif,8.4,3599.0,Taif,0,0,0,0,0,0,0,1,0
2810,Velar Inn Hotel,9.0,646.0,Taif,0,0,0,0,0,0,0,1,0
2812,Fakhamet Al Taif Hotel Apartments 1,7.4,169.0,Taif,0,0,0,0,0,1,0,0,0
2814,Seven Garden's Palace,9.4,463.0,Taif,0,0,0,0,0,0,0,0,0
2817,Platinum Park,7.4,195.0,Taif,0,0,0,0,1,0,0,0,0
2818,Iris Boutique Taif Heart,8.4,327.0,Taif,0,0,0,0,1,0,0,0,0
2821,Awaliv International Hotel,8.4,510.0,Taif,0,0,0,0,0,0,0,1,0
2823,Meral Oasis Resort Taif,8.4,3117.0,Taif,0,0,0,0,0,0,0,1,0
2824,Velar Inn Hotel,9.0,574.0,Taif,0,0,0,0,0,0,0,1,0
2826,Fakhamet Al Taif Hotel Apartments 1,7.4,147.0,Taif,0,0,0,0,0,1,0,0,0
2828,Seven Garden's Palace,9.4,413.0,Taif,0,0,0,0,0,0,0,0,0
2829,Remaj Hotel,8.6,318.0,Taif,0,0,0,1,0,1,0,0,0
2832,Iris Boutique Taif Heart,8.4,311.0,Taif,0,0,0,0,1,0,0,0,0
2837,Meral Oasis Resort Taif,8.4,3012.0,Taif,0,0,0,0,0,0,0,1,0
2838,Velar Inn Hotel,9.0,645.0,Taif,0,0,0,0,0,0,0,1,0
2840,Fakhamet Al Taif Hotel Apartments 1,7.4,142.0,Taif,0,0,0,0,0,1,0,0,0
2850,Platinum Alkhamseen,8.0,238.0,Taif,0,0,0,0,0,0,0,1,0
2852,Velar Inn Hotel,9.0,642.0,Taif,0,0,0,0,0,0,0,1,0
2858,Remaj Hotel,8.6,235.0,Taif,0,0,0,1,0,1,0,0,0
2860,Platinum Park,7.4,290.0,Taif,0,0,0,0,1,0,0,0,0
2862,Boudl Taif,7.9,333.0,Taif,0,0,0,0,0,1,0,0,0
2865,Platinum Alkhamseen,8.0,400.0,Taif,0,0,0,0,0,0,0,1,0
2875,Platinum Park,7.4,370.0,Taif,0,0,0,0,1,0,0,0,0
2885,InterContinental TAIF,8.4,819.0,Taif,0,0,0,0,0,0,0,1,0
2896,Velar Inn Hotel,9.0,658.0,Taif,0,0,0,0,0,0,0,1,0
2903,Platinum Park,7.4,194.0,Taif,0,0,0,0,1,0,0,0,0
2907,Awaliv International Hotel,8.4,492.0,Taif,0,0,0,0,0,0,0,1,0
2910,Velar Inn Hotel,9.0,644.0,Taif,0,0,0,0,0,0,0,1,0
2914,Seven Garden's Palace,9.4,464.0,Taif,0,0,0,0,0,0,0,0,0
2916,Braira Dammam Hotel,8.8,326.0,Damamm,0,0,0,0,0,0,0,0,0
2917,Wyndham Garden Dammam,8.3,288.0,Damamm,0,0,0,0,1,0,0,0,0
2918,Al Eairy Furnished Apartments Dammam 7,6.6,148.0,Damamm,0,0,0,0,0,0,0,0,0
2919,Sheraton Dammam Hotel & Convention Centre,7.7,338.0,Damamm,0,0,0,0,1,0,0,1,0
2920,Golden Tulip Dammam Corniche Hotel,7.8,264.0,Damamm,0,0,0,0,0,0,0,1,0
2921,Boudl Al Shatea,8.1,214.0,Damamm,0,0,0,0,0,0,0,1,0
2922,Al Eairy Furnished Apartments Dammam 3,5.0,145.0,Damamm,0,0,1,0,0,0,0,0,0
2923,La Rive Hotels & Suites,7.2,252.0,Damamm,0,0,0,0,0,0,0,1,0
2924,Dammam Palace,7.3,267.0,Damamm,0,0,0,0,1,0,0,0,0
2925,Terrace View 3 - Hotel Apartments,7.9,213.0,Damamm,0,0,0,0,0,0,0,1,0
2927,Ramada by Wyndham Dammam Khaleej Road,6.8,266.0,Damamm,0,0,0,0,0,0,0,1,0
2929,Al Eairy Furnished Apartments Dammam 3,5.0,137.0,Damamm,0,0,1,0,0,0,0,0,0
2930,Dana Rayhaan by Rotana,9.0,567.0,Damamm,0,0,0,0,0,0,0,1,0
2931,Boudl Al Corniche,9.1,243.0,Damamm,0,0,0,0,0,0,0,1,0
2932,Dammam Palace,7.3,270.0,Damamm,0,0,0,0,1,0,0,0,0
2933,Naviti Warwick Dammam,8.3,264.0,Damamm,0,0,0,0,0,0,0,0,0
2935,Park Inn By Radisson Dammam,8.4,497.0,Damamm,0,0,0,0,1,1,0,0,0
2936,Lina Park 2,7.5,671.0,Damamm,0,0,0,0,1,0,0,0,0
2937,Normina Hotel Suites,9.1,813.0,Damamm,0,0,0,0,0,0,0,0,0
2938,Maskan Al Dyafah Hotel Apartments 2,8.1,167.0,Damamm,0,0,0,0,0,1,0,0,0
2939,Swiss International Al Hamra Dammam,7.6,244.0,Damamm,0,0,0,0,1,0,0,0,0
2940,Tripper Inn,8.6,287.0,Damamm,0,0,0,0,0,0,0,1,0
2941,City Residence Hotel Suites,8.3,839.0,Damamm,0,0,0,0,0,0,0,1,0
2942,Maskan Al Dyafah Apartment,7.9,180.0,Damamm,0,0,0,0,0,1,0,0,0
2943,The Gate Hotel and Apartments,9.1,372.0,Damamm,0,0,0,0,1,0,0,0,0
2944,The Address Palace Apartments,9.1,361.0,Damamm,0,0,0,0,0,0,0,1,0
2945,Shally Village,7.9,370.0,Damamm,0,0,0,0,0,0,0,1,0
2946,Holiday Apartments for Residential Units,7.2,250.0,Damamm,0,0,0,0,0,0,0,0,0
2947,Maskan AlMadinah,8.0,237.0,Damamm,0,0,1,0,0,1,0,0,0
2948,Braira Dammam Hotel,8.8,318.0,Damamm,0,0,0,0,0,0,0,0,0
2950,Ramada by Wyndham Dammam Khaleej Road,6.8,303.0,Damamm,0,0,0,0,0,0,0,1,0
2951,Sheraton Dammam Hotel & Convention Centre,7.7,509.0,Damamm,0,0,0,0,1,0,0,1,0
2953,La Rive Hotels & Suites,7.2,137.0,Damamm,0,0,0,0,0,0,0,1,0
2954,Dammam Palace,7.3,268.0,Damamm,0,0,0,0,1,0,0,0,0
2956,Novotel Dammam Business Park,7.3,359.0,Damamm,0,0,0,0,1,0,0,1,0
2960,Lina Park 2,7.5,237.0,Damamm,0,0,0,0,1,0,0,0,0
2962,Maskan Al Dyafah Hotel Apartments 2,8.1,173.0,Damamm,0,0,0,0,0,1,0,0,0
2963,Residence Inn Dammam,8.9,351.0,Damamm,0,0,0,0,0,0,0,1,0
2964,Swiss International Al Hamra Dammam,7.6,227.0,Damamm,0,0,0,0,1,0,0,0,0
2965,Tripper Inn,8.6,258.0,Damamm,0,0,0,0,0,0,0,1,0
2966,City Residence Hotel Suites,8.3,855.0,Damamm,0,0,0,0,0,0,0,1,0
2967,Radisson Hotel & Apartments Dammam Industry City,7.9,342.0,Damamm,0,0,0,0,0,0,0,1,0
2968,The Address Palace Apartments,9.1,395.0,Damamm,0,0,0,0,0,0,0,1,0
2969,Swiss Spirit Second Dammam Industrial City سويس سبيريت المدينة الصناعية الثانية بالدمام,7.8,217.0,Damamm,0,0,0,0,1,0,0,0,0
2970,Braira Dammam Hotel,8.8,325.0,Damamm,0,0,0,0,0,0,0,0,0
2977,Al Eairy Furnished Apartments Dammam 3,5.0,147.0,Damamm,0,0,1,0,0,0,0,0,0
2979,La Rive Hotels & Suites,7.2,142.0,Damamm,0,0,0,0,0,0,0,1,0
2980,Howard Johnson Dammam Hotel,7.5,281.0,Damamm,0,0,0,0,0,0,0,1,0
2982,Swiss Spirit Hotel & Suites Dammam Corniche,8.7,245.0,Damamm,0,0,0,0,1,0,0,0,0
2983,Naviti Warwick Dammam,8.3,271.0,Damamm,0,0,0,0,0,0,0,0,0
2985,Novotel Dammam Business Park,7.3,346.0,Damamm,0,0,0,0,1,0,0,1,0
2987,TIME Dammam Residence,7.8,10387.0,Damamm,0,0,1,0,0,0,0,0,0
2991,Swiss International Al Hamra Dammam,7.6,233.0,Damamm,0,0,0,0,1,0,0,0,0
